	election	cmte_id	purpid	purpose	vendor	category	platform	category_recode	consult	digital	cand_id	cand_office	sup_opp	soc_media	exp_amo	cmte_nm	cmte_dsgn	cmte_tp	party_impute	fec_party	crp_party	party_combined	pacshort	recipcode	industry	name	crpico	recipcode_cand	office	state	cd	cand_support	source	transaction_amt	cand_name	cand_office_st	cand_office_district	cand_ici	cand_status	status_combined	ads_ind	tv	tv2	ads_ind2	ads_opp	ads_opp2	ads	ads2	presyear	commtype	prescomms	preselect	dig_source	dig_type	total	deflator	total12
58	2020.0	C00739557	156706.0	DIGITAL ADVERTISING	ATLANTA K MEDIA	digital	0.0	digital		1.0	S0GA00559	S	S	0.0	200.0	ASIAN AMERICAN ADVOCACY FUND PAC	U	O	1.0			1.0	Asian American Advocacy Fund PAC	OI	J7500	Raphael Warnock (D)	C	DW	S	GA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.0002	113.65	0.00017597887
59	2016.0	C00612432	387520.0	ONLINE ADVERTISING	EM CAMPAIGNS	digital	0.0	digital		1.0	H6FL01119	H		0.0		FRIENDS OF MATT GAETZ	P	H		2.0	2.0	2.0	Friends Of Matt Gaetz	RW	Z1100	Matt Gaetz (R)	O	RW	H	FL	1.0		1.0	3698.739990234375	GAETZ, MATT	FL	1.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	1.0	1.0	0.00369874	105.74	0.0034979573
60	2020.0	C00000935	157894.0	DIGITAL MEDIA BUY ESTIMATE	WAVELENGTH STRATEGY	digital	0.0	digital		1.0	H0OK05205	H	O	0.0	276877.0	DCCC	U	Y	1.0	1.0	1.0	1.0	Democratic Congressional Campaign Cmte	DP	Z5200	Stephanie Bice (R)	C	RW	H	OK	5.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	5.0		2020.0	1.0	1.0	0.276877	113.65	0.24362251
61	2016.0	C00544767	387574.0	ONLINE ADVERTISING BUY	CD	digital	0.0	digital		1.0	P00003392	P	O	0.0	10000.0	STOP HILLARY PAC	U	V	2.0		2.0	2.0	Stop Hillary PAC	PI	J1100	Hillary Clinton (D)	O	DL	P			1.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	6.0		2016.0	1.0	1.0	0.01	105.74	0.009457159
62	2014.0	C00563197	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	H4RI01125	H		1.0		CORMICK LYNCH FOR CONGRESS	P	H		2.0	2.0	2.0	Cormick Lynch for Congress	RL	Z1100	Cormick Lynch (R)	C	RL	H	RI	1.0		1.0	1794.400001525879	LYNCH, CORMICK	RI	1.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.0017944	103.65	0.0017312109
63	2010.0	C00466706	289184.0	INTERNET ADS THROUGH VISA PAYMENT	GOOGLE	digital	1.0	digital		1.0	S0IL00337	S		1.0		HOFFMAN FOR ILLINOIS	P	S		1.0	1.0	1.0	Hoffman for Illinois	DL	Z1200	David Hoffman (D)	O	DL	S	IL			1.0	1796.280029296875	HOFFMAN, DAVID	IL	0.0	O	N	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	0.00179628	96.17	0.0018678175
64	2020.0	C00167585	521572.0	SOCIAL MEDIA ADVERTISMENT	AUTHENTIC CAMPAIGNS	digital	0.0	digital		1.0	H4CA23011	H		0.0		CITIZENS FOR WATERS	P	H		1.0	1.0	1.0	Citizens for Waters	DW	Z1200	Maxine Waters (D)	I	DW	H	CA	43.0		1.0	40000.0	WATERS, MAXINE	CA	43.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.04	113.65	0.035195775
65	2020.0	C00755629	156857.0	DIGITAL ADVERTISING FOR FUNDRAISING	PARLER	digital	0.0	digital		1.0				0.0		STOP SOCIALISM NOW PAC	U	O	2.0		2.0	2.0	Stop Socialism Now PAC	OI	J1100								1.0	41000.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.041	113.65	0.03607567
66	2020.0	C00718635	156546.0	DIGITAL ADS	ARENA MAIL DIGITAL	digital	0.0	digital		1.0	H0WI07101	H		0.0		TIFFANY FOR WISCONSIN, INC.	P	H		2.0	2.0	2.0	Tiffany for Wisconsin	RW	Z1100	Tom Tiffany (R)	I	RW	H	WI	7.0		1.0	37093.0400390625	TIFFANY, TOM	WI	7.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.03709304	113.65	0.032637957
67	2008.0	C00440032	12358.0	ADVERTISING	GOOGLE	media	1.0	digital		1.0				1.0		OHIO'S FUTURE PAC	U	Q			2.0	2.0	Ohio's Future PAC	PI	J2400								1.0	2820.479965209961								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2008.0	2.0	1.0	0.00282048	94.42	0.0029871636
68	2012.0	C00511097	17310.0	ADVERTISING WEB SITE CONSULT PRINTED	90 DEGREES AGENCY	digital	0.0	digital		1.0	H2NM03157	H		0.0		JEFFERSON LEE BYRD FOR CONGRESS	P	H		2.0	2.0	2.0	Jefferson Lee Byrd for Congress	RL	Z1100	Jeff Byrd (R)	C	RL	H	NM	3.0		1.0	3072.5	BYRD, JEFFERSON LEE	NM	3.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	1.0	1.0	0.0030725	100.0	0.0030725
69	2020.0	C00664797	521553.0	SOCIAL MEDIA ADVERTISING EXPENSES	GOOGLE	digital	1.0	digital		1.0	H8IN05188	H		1.0		FRIENDS FOR THORNTON	P	H		1.0	1.0	1.0	Friends for Thornton	DL	Z1200	Dee Thornton (D)	O	DL	H	IN	5.0		1.0	350.0	THORNTON, DIERDRE	IN	5.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.00035	113.65	0.00030796303
70	2018.0	C00648972	158063.0	DIGITAL MEDIA SERVICES	SIMMONS ASHLEY	digital	0.0	digital		1.0	H8FL01107	H		0.0		EHR FOR CONGRESS	P	H		1.0	1.0	1.0	Ehr for Congress	DL	Z1200	Phil Ehr (D)	C	DL	H	FL	1.0		1.0	4000.0	EHR, PHILLIP CHARLES	FL	1.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.004	110.32	0.003625816
71	2012.0	C00522029	386670.0	ON LINE AD	FACEBOOK	digital	1.0	digital		1.0	H2NC13144	H		1.0		CHARLES MALONE FOR CONGRESS	P	H		1.0	1.0	1.0	Charles Malone for Congress	DL	Z1200	Charles Malone (D)	O	DL	H	NC	13.0		1.0	60.0	MALONE, CHARLES	NC	13.0	O	P	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	2.0	1.0	6e-05	100.0	6e-05
72	2014.0	C00342857	15416.0	ADVERTISING ONLINE ADVERTISING GOTV	GOOGLE	digital	1.0	digital		1.0				1.0		DALLAS COUNTY REPUBLICAN PARTY - PRIMARY	U	Y		2.0	2.0	2.0	Republican Party of Dallas County	RP	Z5100								1.0	200.0								0.0	0.0		1.0	1.0	1.0	1.0	0.0	5.0			2.0	1.0	0.0002	103.65	0.00019295706
73	2018.0	C00660431	387423.0	ONLINE ADS	FACEBOOK	digital	1.0	digital		1.0	H8NH01202	H		1.0		MINDI FOR CONGRESS	P	H		1.0	1.0	1.0	Mindi for Congress	DL	Z1200	Mindi Messmer (D)	O	DL	H	NH	1.0		1.0	750.0	MESSMER, MINDI	NH	1.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00075	110.32	0.00067984045
74	2016.0	C00607556	289204.0	INTERNET ADVERTISING	CONNELL DONATELLI	digital	0.0	digital		1.0	H6WY00159	H		0.0		LIZ CHENEY FOR WYOMING	A	H		2.0	2.0	2.0	Liz Cheney For Wyoming	RW	Z1100	Liz Cheney (R)	O	RW	H	WY	1.0		1.0	18893.780029296875	CHENEY, ELIZABETH MRS.	WY	0.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	1.0	1.0	0.01889378	105.74	0.017868148
75	2020.0	C00473918	156447.0	DIGITAL AD PRODUCTION	NEW MEDIA FIRM	digital	0.0	digital		1.0	H0MA04192	H	O	0.0	12685.949999999999	WOMEN VOTE!	U	O	1.0			1.0	Women Vote!	OI	J7400	Jake Auchincloss (D)	O	DW	H	MA	4.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.01268595	113.65	0.011162296
76	2020.0	C00749671	156389.0	DIGITAL AD DEV AND AD BUY	MAJORITY STRATEGIES	digital	0.0	digital		1.0	S4SC00281	H	S	0.0	5714.28	CITIZENS FOR FREE ENTERPRISE	U	O	2.0		2.0	2.0	Citizens for Free Enterprise	OI	J1100	Nancy Mace (R)	 	RW	S	SC			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.0057142796	113.65	0.005027963
77	2020.0	C90011172	466876.0	PRODUCTION DIGITAL AD	AL MEDIA	digital	0.0	digital		1.0	S2MT00096	S	O	0.0	4175.0	AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO	U	I	1.0			1.0	American Federation of State/Cnty/Munic Employees	OL	L1200	Steven Daines (R)	I	RW	S	MT			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2020.0	1.0	1.0	0.004175	113.65	0.003673559
78	2014.0	C00560433	199408.0	FACEBOOK ADS ADV	FACEBOOK	digital	1.0	digital		1.0	H4NC05245	H		1.0		JOSH FOR US HOUSE	P	H		1.0	1.0	1.0	Josh for US House	DL	Z1200	Josh Brannon (D)	C	DL	H	NC	5.0		1.0	97.27999877929688	"BRANNON, JOSHUA ""JOSH"" ETHAN"	NC	5.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	9.728e-05	103.65	9.3854316e-05
79	2020.0	C00590067	156706.0	DIGITAL ADVERTISING	EXTENSIVE ENTERPRISES	digital	0.0	digital		1.0	H6FL13205	H		0.0		CHARLIE CRIST FOR CONGRESS	P	H		1.0	1.0	1.0	Charlie Crist for Congress	DW	Z1200	Charlie Crist (D)	I	DW	H	FL	13.0		1.0	1000.0	CRIST, CHARLIE JOSEPH	FL	13.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.001	113.65	0.0008798944
80	2018.0	C00341396	156706.0	DIGITAL ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	S8TX00285	S	S	1.0	262207.9599609375	MOVEON.ORG POLITICAL ACTION	U	W	1.0		1.0	1.0	Moveon.org	PI	J1200	Beto O'Rourke (D)	C	DL	S	TX			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			2.0	1.0	0.26220796	110.32	0.23767944
81	2012.0	C00499020	278080.0	IE MANDEL ONLINE ADS	TWITTER	digital	1.0	digital		1.0	S2OH00170	S	S	1.0	5000.0	FREEDOMWORKS FOR AMERICA	U	O	2.0		2.0	2.0	Freedomworks for America	OI	J1100	Josh Mandel (R)	C	RL	S	OH			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2012.0	2.0	1.0	0.005	100.0	0.005
82	2012.0	C00513952	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	H2NC03087	H		1.0		ERIK ANDERSON COMMITTEE	P	H		1.0	1.0	1.0	Erik Anderson Cmte	DL	Z1200	Erik Anderson (D)	C	DL	H	NC	3.0		1.0	45.05000019073486	ANDERSON, ERIK STEVEN	NC	3.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	2.0	1.0	4.5049997e-05	100.0	4.5049997e-05
83	2018.0	C00435370	521923.0	SOCIAL MEDIA ONLINE MARKETING	HEART MIND MEDIA	digital	0.0	digital		1.0	H8CO02137	H		0.0		FRIENDS OF JARED POLIS COMMITTEE	P	H		1.0	1.0	1.0	Friends of Jared Polis Cmte	DI	Z1200	Jared Polis (D)	I	DI	H	CO	2.0		1.0	17500.0	POLIS, JARED	CO	2.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.0175	110.32	0.015862944
84	2012.0	C00001214	609800.0	WEBSITE ADMINISTRATION	TEXAS MEDICAL ASSOC	digital	0.0	digital		1.0				0.0		TEXAS MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE	B	Q		3.0		3.0	Texas Medical Assn	PB	H1100								1.0	368.04999351501465								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2012.0	1.0	1.0	0.00036804998	100.0	0.00036804998
85	2016.0	C00603001	335521.0	MEDIA	GOOGLE	media	1.0	digital		1.0	H6NY03197	H		1.0		MARTINS FOR CONGRESS	P	H		2.0	2.0	2.0	Martins For Congress	RL	Z1100	Jack Martins (R)	O	RL	H	NY	3.0		1.0	45.310001373291016	MARTINS, JACK	NY	3.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	4.531e-05	105.74	4.2850388e-05
86	2008.0	C00431411	290469.0	INTERNET MEDIA FEE	BY NET FUNDRAISING	digital	0.0	digital		1.0	P80003395	P		0.0		HUNTER FOR PRESIDENT INC.	P	P		2.0	2.0	2.0	Hunter For President	RL	Z1100	Duncan Hunter (R)	O	RL	P				1.0	16872.479961395264	HUNTER, DUNCAN	US	0.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2008.0	1.0	1.0	0.01687248	94.42	0.017869605
87	2020.0	C90015140	156546.0	DIGITAL ADS	NP CONSULTING	digital	0.0	digital		1.0	H4MA05084	H	S	0.0	500.0	AFT SOLIDARITY	U	I	1.0			1.0	AFT Solidarity	OL	L1300	Katherine Clark (D)	I	DW	H	MA	5.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2020.0	1.0	1.0	0.0005	113.65	0.0004399472
88	2014.0	C00544759	387520.0	ONLINE ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	H4MI14117	H		1.0		RUDY HOBBS FOR CONGRESS	P	H		1.0	1.0	1.0	Rudy Hobbs for Congress	DL	Z1200	Rudy Hobbs (D)	O	DL	H	MI	14.0		1.0	1197.7200093269348	HOBBS, RUDY	MI	14.0	O	P	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00119772	103.65	0.0011555427
89	2018.0	C00495358	158080.0	DIGITAL MEDIA STRATEGIES	RISING TIDE INTERACTIVE	digital	0.0	digital		1.0	S2VA00142	S		0.0		KAINE FOR VIRGINIA	P	S		1.0	1.0	1.0	Kaine for Virginia	DW	Z1200	Tim Kaine (D)	I	DW	S	VA			1.0	176000.0	KAINE, TIMOTHY MICHAEL	VA	0.0	I	F	1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			1.0	1.0	0.176	110.32	0.1595359
90	2018.0	C00656058	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	H8NC11160	H		1.0		COMMITTEE TO ELECT SCOTT DONALDSON FOR CONGRESS	P	H		1.0	1.0	1.0	Committee To Elect Scott Donaldson For Congress	DL	Z1200	Scott Donaldson (D)	C	DL	H	NC	11.0		1.0	522.3400001525879	DONALDSON, SCOTT	NC	11.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00052234	110.32	0.00047347718
91	2016.0	C00545749	387520.0	ONLINE ADVERTISING	MCCLUNG COMMUNICATIONS PUBLIC RELATIONS	digital	0.0	digital		1.0	H4MN06087	H		0.0		EMMER FOR CONGRESS	P	H		2.0	2.0	2.0	Emmer for Congress	RW	Z1100	Tom Emmer (R)	I	RW	H	MN	6.0		1.0	36000.0	EMMER, THOMAS EARL JR.	MN	6.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	1.0	1.0	0.036	105.74	0.03404577
92	2016.0	C00617662	521865.0	SOCIAL MEDIA MANAGMENT	HERITAGE STORYTELLERS	digital	0.0	digital		1.0	H6LA03148	H		0.0		CAPTAIN HIGGINS FOR CONGRESS	P	H		2.0	2.0	2.0	Captain Higgins for Congress	RW	Z1100	Clay Higgins (R)	O	RW	H	LA	3.0		1.0	1500.0	HIGGINS, CAPTAIN CLAY	LA	3.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	1.0	1.0	0.0015	105.74	0.0014185739
93	2010.0	C00466581	11824.0	ADVERTISEMENT	FACEBOOK	media	1.0	digital		1.0	H0NV01110	H		1.0		CRAIG LAKE FOR CONGRESS	P	H		2.0	2.0	2.0	Craig O Lake for Congress	RL	Z1100	Craig O Lake, Jr (R)	C	RL	H	NV	1.0		1.0	2106.8000164031982	LAKE, CRAIG O JR	NV	1.0	C	N	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.0021068	96.17	0.002190704
94	2016.0	C00580902	199550.0	FACEBOOK ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	H6MD06220	H		1.0		TERRY BAKER FOR CONGRESS	P	H		2.0	2.0	2.0	Terry Baker For Congress	RL	Z1100	Terry Baker (R)	C	RL	H	MD	6.0		1.0	328.82000732421875	BAKER, TERRY	MD	6.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	0.00032882	105.74	0.0003109703
95	2020.0	C00709550	156706.0	DIGITAL ADVERTISING	TRR GROUP	digital	0.0	digital		1.0	H0CA23167	H		0.0		COMMITTEE TO ELECT KIM MANGONE FOR CONGRESS	P	H		1.0	1.0	1.0	Committee to Elect Kim Mangone for Congress	DL	Z1200	Kim Mangone (D)	C	DL	H	CA	23.0		1.0	10000.0	MANGONE, KIM	CA	23.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.01	113.65	0.008798944
96	2018.0	C90018185	156706.0	DIGITAL ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	H4NJ03130	H	O	1.0	3027.5400390625	ACTION TOGETHER NEW JERSEY	U	I	1.0		1.0	1.0	Action Together New Jersey	OI	J1200	Thomas MacArthur (R)	I	RL	H	NJ	3.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	8.0			2.0	1.0	0.00302754	110.32	0.0027443254
97	2012.0	C00478537	395908.0	OVERHEAD INTERNET WEB HOSTING	IN MOTION HOSTING	digital	0.0	digital		1.0	H0OH13144			0.0		COMMITTEE TO ELECT TODD SHARKEY	P	H		2.0	2.0	2.0	Committee to Elect Todd Sharkey	RN	Z1100	Christopher Todd Sharkey (R)	 	RN	H	OH	13.0		1.0	119.4000015258789								0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	1.0	1.0	0.0001194	100.0	0.0001194
98	2016.0	C00575423	158020.0	DIGITAL MEDIA PRODUCTION PLACEMENT	STRIPES AGENCY [MEMO ITEM]	digital	0.0	digital		1.0	P60006111	P	S	0.0	35255.29989036918	KEEP THE PROMISE III	U	O	2.0		2.0	2.0	Keep the Promise III	OI	J1100	Ted Cruz (R)	I	RI	P	TX			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2016.0	1.0	1.0	0.0352553	105.74	0.0333415
99	2020.0	C90019316	182669.0	ESTIMATE DIGITAL ADVERTISING RUSH VA	FACEBOOK	digital	1.0	digital		1.0	P80001571	P	O	1.0	285187.93	DEFENDING DEMOCRACY TOGETHER	U	I	1.0		1.0	1.0	Defending Democracy Together	OI	J1200	Donald Trump (R)	I	RL	P			2.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2020.0	2.0	1.0	0.28518793	113.65	0.25093526
100	2016.0	C00564765	337625.0	MEDIA PLACEMENT DIGITAL ESTIMATE	GOOGLE	digital	1.0	digital		1.0	S6OH00254	S	O	1.0	335.9799995422363	FREEDOM PARTNERS ACTION FUND, INC.	U	O	2.0		2.0	2.0	Freedom Partners Action Fund	OI	J1100	Ted Strickland (D)	C	DL	S	OH			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2016.0	2.0	1.0	0.00033598	105.74	0.00031774165
101	2010.0	C00454074	387431.0	ONLINE ADS CANDIDATE SPECIFIC	RUSSO MARSH ASSOC	digital	0.0	digital		1.0	S0NV00138	S	S	0.0	422.010009765625	OUR COUNTRY DESERVES BETTER PAC - TEAPARTYEXPRESS.ORG	U	N	2.0		2.0	2.0	Tea Party Express/Our Country Deserves	PI	J1100	Sharron Angle (R)	C	RL	S	NV			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			1.0	1.0	0.00042201002	96.17	0.0004388167
102	2014.0	C00549501	199500.0	FACEBOOK ADS SEPT	FOLEY BAILEY C MRS	digital	0.0	digital		1.0	H4CO07036	H		0.0		YTTERBERG FOR CONGRESS	P	H		2.0	2.0	2.0	Ytterberg for Congress	RL	Z1100	Don Ytterberg (R)	C	RL	H	CO	7.0		1.0	11.0600004196167	YTTERBERG, DONALD G W	CO	7.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	1.106e-05	103.65	1.0670526e-05
103	2016.0	C00599431	14624.0	ADVERTISING INTERNET	FACEBOOK	digital	1.0	digital		1.0	H6PR01023	H		1.0		PESQUERA COMISIONADO 2016 INC	P	H		3.0	3.0	3.0	Pesquera Comisionado 2016 Inc	3L	Z1300	Carlos Pesquera (3)	O	3L	H	PR	0.0		1.0	319.6800012588501	PESQUERA, CARLOS IGNACIO	PR	0.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	0.00031968	105.74	0.00030232646
104	2014.0	C00369033	11824.0	ADVERTISEMENT	FACEBOOK	media	1.0	digital		1.0	S2TX00106	S		1.0		TEXANS FOR SENATOR JOHN CORNYN INC	P	S		2.0	2.0	2.0	Texans for Senator John Cornyn	RW	Z1100	John Cornyn (R)	I	RW	S	TX			1.0	796.4500122070312	CORNYN, JOHN	TX	0.0	I	F	1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	0.00079645	103.65	0.0007684033
105	2020.0	C00670737	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	H8NJ02216	H		1.0		SINGH FOR SENATE	A	S		2.0	2.0	2.0	Singh for Senate	RL	Z1100	Hirsh Singh (R)	 	RN	H	NJ	2.0		1.0	1500.0	SINGH, HIRSH	NJ	2.0	O	P	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	2.0		2020.0	2.0	1.0	0.0015	113.65	0.0013198416
106	2018.0	C90013525	371627.0	OCTOBER DIGITAL AD BUY FOR TAX CUT CHAMP	STONERIDGE GROUP	digital	0.0	digital		1.0	H2MO02102	H	S	0.0	8800.0	HERITAGE ACTION FOR AMERICA	U	I	2.0		2.0	2.0	Heritage Action For America	OI	J1100	Ann L Wagner (R)	I	RW	H	MO	2.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	8.0			1.0	1.0	0.0088	110.32	0.007976795
107	2016.0	C00488742	199345.0	FACEBOOK AD COSTS	720 STRATEGIES	digital	0.0	digital		1.0	S0OH00133	S	S	0.0	3250.0	NATIONAL ASSOCIATION OF REALTORS CONGRESSIONAL FUND	B	O	2.0			2.0	National Assn of Realtors	OB	F4200	Rob Portman (R)	I	RW	S	OH			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2016.0	1.0	1.0	0.00325	105.74	0.0030735768
108	2020.0	C00041160	256744.0	GENRIC ONLINE FUNDRAISING ADS NON FED CAND	ARENA COMMUNICATIONS	digital	0.0	digital		1.0				0.0		MICHIGAN REPUBLICAN PARTY	U	Y		2.0	2.0	2.0	Republican Party of Michigan	RP	Z5100								1.0	7500.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	5.0		2020.0	1.0	1.0	0.0075	113.65	0.006599208
109	2020.0	C00714949	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	H2FL03130	H		1.0		VOTERS FOR PHIL DODDS	P	H		1.0	1.0	1.0	Voters for Phil Dodds	DL	Z1200	Philip Dodds (D)	O	DL	H	FL	3.0		1.0	6086.990013122559	DODDS, PHILIP BENJAMIN	FL	3.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.0060869902	113.65	0.0053559085
110	2012.0	C00089243	289204.0	INTERNET ADVERTISING	PANOS PETER C	digital	0.0	digital		1.0				0.0		MASSACHUSETTS DEMOCRATIC STATE COMMITTEE - FED FUND	U	Y		1.0	1.0	1.0	Massachusetts Democratic State Cmte	DP	Z5200								1.0	144.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	5.0		2012.0	1.0	1.0	0.000144	100.0	0.000144
111	2020.0	C00639591	156546.0	DIGITAL ADS	GOOGLE	digital	1.0	digital		1.0	H8NY15148	H		1.0		ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS	P	H		1.0	1.0	1.0	Alexandria Ocasio-Cortez for Congress	DW	Z1200	Alexandria Ocasio-Cortez (D)	I	DW	H	NY	14.0		1.0	4500.0	OCASIO-CORTEZ, ALEXANDRIA	NY	14.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.0045	113.65	0.0039595244
112	2020.0	C00726372	14624.0	ADVERTISING INTERNET	TRIPPI JOE	digital	0.0	digital		1.0	H6MD07020	H		0.0		KWEISI MFUME FOR CONGRESS	P	H		1.0	1.0	1.0	Kweisi Mfume for Congress	DW	Z1200	Kweisi Mfume (D)	I	DW	H	MD	7.0		1.0	21800.0	MFUME, KWEISI	MD	7.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.0218	113.65	0.019181699
113	2018.0	C00411330	156706.0	DIGITAL ADVERTISING	REVOLUTION MESSAGING	digital	0.0	digital		1.0	S4VT00033	S		0.0		FRIENDS OF BERNIE SANDERS	P	S		3.0	3.0	3.0	Friends of Bernie Sanders	3W	Z1300	Bernie Sanders (I)	I	3W	S	VT			1.0	74500.0	SANDERS, BERNARD	VT	0.0	I	F	1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			1.0	1.0	0.0745	110.32	0.06753082
114	2020.0	C00706697	156706.0	DIGITAL ADVERTISING	GOOGLE	digital	1.0	digital		1.0	P00012054	P		1.0		DE BLASIO 2020	P	P		1.0	1.0	1.0	De Blasio 2020	DL	Z1200	Bill De Blasio (D)	C	DL	P				1.0	3429.1300144195557	DE BLASIO, BILL	US	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2020.0	2.0	1.0	0.0034291302	113.65	0.0030172723
115	2020.0	C00713545	291937.0	INV GOOGLE AD BUY	EVERGREEN POLITICAL STRATEGIES	digital	0.0	digital		1.0	H0WI08125	H		0.0		STUCK FOR CONGRESS	P	H		1.0	1.0	1.0	Amanda Stuck for Congress	DL	Z1200	Amanda Stuck (D)	C	DL	H	WI	8.0		1.0	300.0	STUCK, AMANDA	WI	8.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.0003	113.65	0.00026396834
